Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0352271D;Ecole élémentaire publique Guyenne;Ecole;Public;23 avenue de Guyenne;;35000 RENNES;35000;35238;Rennes;035;14;53;0;1;;;;0257213043;;;ecole.0352271D@ac-rennes.fr;1;0;0;;;;;;;;;;;;;REP;;21350238801025;224;;48.12073722849306, -1.717840044527648;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;349155.9;6790525.0;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Ouest;48.12073722849306;-1.717840044527648;Numéro de rue;1993-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350895H;;;;
0352272E;Ecole maternelle publique Jean Rostand;Ecole;Public;60 rue Doyens A. et P. Bouzat;;35700 RENNES;35700;35238;Rennes;035;14;53;1;0;;;;0257213054;;;ecole.0352272E@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350238801454;109;;48.12825896760643, -1.6362795249345374;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;355263.2;6791000.2;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Est;48.12825896760643;-1.6362795249345374;Numéro de rue;1991-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0350027P;;;;
0352306S;Ecole élémentaire publique l'Auditoire;Ecole;Public;4 rue Antoine Châtel;;35131 CHARTRES DE BRETAGNE;35131;35066;Chartres-de-Bretagne;035;14;53;0;1;;;;0299412205;;;ecole.0352306S@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350066300058;311;;48.0411262395006, -1.7014105718201875;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;349849.8;6781620.8;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande;48.0411262395006;-1.7014105718201875;Numéro de rue;1994-06-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351852Y;;;;
0352311X;Ecole primaire publique Pierre Jakez Hélias;Ecole;Public;11 rue CLAUDE MONET;;35400 ST MALO;35400;35288;Saint-Malo;035;14;53;1;1;;;;0299814375;;;ecole.0352311X@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350288300399;141;;48.61464237924275, -1.9559495418940418;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;334914.8;6846399.4;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Malo Ville;48.61464237924275;-1.9559495418940418;Numéro de rue;1991-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350044H;;;;
0352323K;Ecole primaire publique de Sens de Bretagne;Ecole;Public;7 place de la Mairie;;35490 SENS DE BRETAGNE;35490;35326;Sens-de-Bretagne;035;14;53;1;1;;;;0299395166;;;ecole.0352323K@ac-rennes.fr;1;0;1;;;;;;;;;;;;;;;21350326100033;210;;48.33287805116812, -1.5346994760072377;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;364113.2;6813265.3;EPSG:2154;Circonscription d'inspection du 1er degré de Combourg;48.33287805116812;-1.5346994760072377;Numéro de rue;1995-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351849V;;;;
0352329S;Ecole élémentaire publique la Gabillais;Ecole;Public;5 bis place de la Gabillais;;35650 LE RHEU;35650;35240;Le Rheu;035;14;53;0;1;;;;0299607179;;;ecole.0352329S@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350240400030;191;;48.09973784002315, -1.7882497513648479;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;343784.8;6788510.8;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande;48.09973784002315;-1.7882497513648479;Numéro de rue;1992-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351847T;;;;
0352336Z;Ecole primaire privée Ste Anne;Ecole;Privé;2 rue Hay des Netumières;;35500 ERBREE;35500;35105;Erbrée;035;14;53;1;1;;;;0299494082;;;ec.0352336Z@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;30185998900016;160;;48.09795507825678, -1.125049680226577;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;393063.8;6785528.1;EPSG:2154;Circonscription d'inspection du 1er degré de Vitré;48.09795507825678;-1.125049680226577;Numéro de rue;1992-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351909K;;;;
0352352S;Ecole primaire publique la Roche des Grées;Ecole;Public;5 rue Cawiezel MESSAC;;35480 GUIPRY MESSAC;35480;35176;Guipry-Messac;035;14;53;1;1;;;;0299342396;;;ecole.0352352S@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;20005486400059;249;;47.82523605888788, -1.808379954436988;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;340432.8;6758155.8;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;47.82523605888788;-1.808379954436988;Numéro de rue;1993-02-23;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352957Z;;;;
0352353T;Ecole primaire publique le Haut Chemin;Ecole;Public;36 avenue Paul Sérusier;;35740 PACE;35740;35210;Pacé;035;14;53;1;1;;;;0299602760;;;ecole.0352353T@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350210700054;212;;48.152273377730786, -1.7762506244323948;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;345029.3;6794284.4;EPSG:2154;Circonscription d'inspection du 1er degré de Pacé;48.152273377730786;-1.7762506244323948;Numéro de rue;1993-02-23;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352274G;;;;
0352361B;Ecole primaire privée Notre Dame du Verger;Ecole;Privé;2 rue Cocar;;35260 CANCALE;35260;35049;Cancale;035;14;53;1;1;;;;0299896938;;;ec.0352361B@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77766157000039;194;;48.67672382033085, -1.8489293120588544;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;343212.1;6852798.8;EPSG:2154;Circonscription d'inspection du 1er degré du Pays Malouin;48.67672382033085;-1.8489293120588544;Numéro de rue;1993-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350003N;;;;
0352368J;Ecole primaire privée St Augustin;Ecole;Privé;Rue Auguste Leroux;;35530 NOYAL SUR VILAINE;35530;35207;Noyal-sur-Vilaine;035;14;53;1;1;;;;0299005619;;;ec.0352368J@ac-rennes.fr;1;0;1;;;;;;;;;;;;;;;77771177100033;266;;48.11564364974455, -1.5268893937236365;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;363307.7;6789128.6;EPSG:2154;Circonscription d'inspection du 1er degré de Châteaugiron;48.11564364974455;-1.5268893937236365;Numéro de rue;1993-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352167R;;;;
0352376T;Ecole primaire privée Ste Marie;Ecole;Privé;48 rue Papu;;35000 RENNES;35000;35238;Rennes;035;14;53;1;1;;;;0299593280;;;ec.0352376T@ac-rennes.fr;1;0;1;;;;;;;;;;;;;;;31290774400014;248;;48.11178714398536, -1.6973300085181822;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;350620.2;6789441.2;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Est;48.11178714398536;-1.6973300085181822;Numéro de rue;1993-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350027P;;;;
0352391J;Ecole primaire publique Eugène Pottier;Ecole;Public;36 boulevard Eugène Pottier;;35136 ST JACQUES DE LA LANDE;35136;35281;Saint-Jacques-de-la-Lande;035;14;53;1;1;;;;0299319126;;;ecole.0352391J@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350281800049;218;;48.06792027721017, -1.7196196969815714;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;348673.1;6784673.9;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande;48.06792027721017;-1.7196196969815714;Numéro de rue;1994-06-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352589Z;;;;
0352405Z;Ecole primaire privée Notre Dame de la Mer;Ecole;Privé;11 rue Gardiner;;35800 DINARD;35800;35093;Dinard;035;14;53;1;1;;;;0299465451;;;ec.0352405Z@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77767344300027;127;;48.634949744040284, -2.0661600129821918;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;326951.8;6849167.6;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Malo Ville;48.634949744040284;-2.0661600129821918;Numéro de rue;1994-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350044H;;;;
0352406A;Ecole primaire privée St Joseph la Moussaye;Ecole;Privé;11 rue Lesueur;;35300 FOUGERES;35300;35115;Fougères;035;14;53;1;1;;;;0299999054;;;ec.0352406A@ac-rennes.fr;1;0;1;;;;;;;;;;;;;;;30954218100016;199;;48.35278984965229, -1.203530150473122;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;388736.7;6814118.0;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.35278984965229;-1.203530150473122;Numéro de rue;1994-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350967L;;;;
0352435G;Ecole maternelle publique Volga;Ecole;Public;3 rue de la Volga;;35200 RENNES;35200;35238;Rennes;035;14;53;1;0;;;;0257213004;;;ecole.0352435G@ac-rennes.fr;1;0;0;;;;;;;;;;;;;REP+;;21350238801116;129;;48.08516006148444, -1.6521402289102038;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;353803.2;6786288.3;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Sud;48.08516006148444;-1.6521402289102038;Numéro de rue;1996-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0351851X;;;;
0352485L;Ecole primaire privée l'Immaculée;Ecole;Privé;65 bis avenue Général de Gaulle;BP 22;35310 MORDELLES;35310;35196;Mordelles;035;14;53;1;1;;;;0299851304;;;ec.0352485L@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77771000500052;338;;48.074685171415695, -1.8522200258130979;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;338860.8;6786022.5;EPSG:2154;Circonscription d'inspection du 1er degré de Pacé;48.074685171415695;-1.8522200258130979;Numéro de rue;1996-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352030S;;;;
0352515U;Ecole primaire publique le Château;Ecole;Public;Place du Château;;35500 VITRE;35500;35360;Vitré;035;14;53;1;1;;;;0299750397;;;ecole.0352515U@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350360000032;189;;48.124550781416275, -1.2140601582334083;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;386604.6;6788829.2;EPSG:2154;Circonscription d'inspection du 1er degré de Vitré;48.124550781416275;-1.2140601582334083;Rue;1997-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351909K;;;;
0352673R;Ecole maternelle publique le Vert Buisson;Ecole;Public;Mail de l'Ile aux Moines;;35170 BRUZ;35170;35047;Bruz;035;14;53;1;0;;;;0299525655;;;ecole.0352673R@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350047300193;146;;48.03002560158154, -1.7562102278658764;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;345699.1;6780633.9;EPSG:2154;Circonscription d'inspection du 1er degré de Bruz;48.03002560158154;-1.7562102278658764;Numéro de rue;2003-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0350002M;;;;
0352689H;Ecole maternelle publique Jacques Prévert;Ecole;Public;81 boulevard Albert 1er;;35000 RENNES;35000;35238;Rennes;035;14;53;1;0;;;;0257213001;;;ecole.0352689H@ac-rennes.fr;1;0;0;;;;;;;;;;;;;REP;;21350238802163;255;;48.088888639794234, -1.6765896964448879;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;352010.4;6786809.4;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Centre Sud;48.088888639794234;-1.6765896964448879;Numéro de rue;2004-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0350760L;;;;
0352693M;Ecole primaire publique les Callunes;Ecole;Public;93 rue du Général Leclerc;;35580 GUICHEN;35580;35126;Guichen;035;14;53;1;1;;;;0299573424;;;ecole.0352693M@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350126500135;234;;47.96193384518779, -1.8024300889762515;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;341800.4;6773289.8;EPSG:2154;Circonscription d'inspection du 1er degré de Bruz;47.96193384518779;-1.8024300889762515;Numéro de rue;2005-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351881E;;;;
0352766S;Ecole primaire publique les Ardoisières;Ecole;Public;21 rue des Ardoisières;;35600 STE MARIE;35600;35294;Sainte-Marie;035;14;53;1;1;;;;0299721195;;;ecole.0352766S@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350294100031;121;;47.69037531501287, -2.0029695734465136;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;324951.9;6744106.0;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;47.69037531501287;-2.0029695734465136;Numéro de rue;2008-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351969A;;;;
0352773Z;Ecole primaire privée Diwan;Ecole;Privé;20 rue de Rennes;;35440 GUIPEL;35440;35128;Guipel;035;14;53;1;1;;;;0299692218;;;ec.0352773Z@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77769097500019;28;;48.29482384992956, -1.7206102911074612;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;350106.1;6809850.3;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Grégoire;48.29482384992956;-1.7206102911074612;Numéro de rue;2008-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352183H;;;;
0352810P;Ecole primaire publique Andrée Chédid;Ecole;Public;9 rue de Picardie;;35000 RENNES;35000;35238;Rennes;035;14;53;1;1;;;;0257213021;;;ecole.0352810P@ac-rennes.fr;1;0;0;;;;;;;;;;;;;REP;;21350238801306;376;;48.12253669628135, -1.7122505247142425;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;349583.0;6790699.8;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Ouest;48.12253669628135;-1.7122505247142425;Numéro de rue;2010-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350895H;;;;
0352941G;ECOLE MATERNELLE PRIVEE KER ANNA ET JOACHIM;Ecole;Privé;87 rue de Dinan;;35730 PLEURTUIT;35730;35228;Pleurtuit;035;14;53;1;1;;;;0634254336;;;ec.0352941G@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;85109005000010;;;48.57292764236771, -2.058916531086457;HORS CONTRAT;Ille-et-Vilaine;Rennes;Bretagne;327043.0;6842252.5;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Malo Ville;48.57292764236771;-2.058916531086457;Numéro de rue;2019-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;;
0352072M;Lycée polyvalent Institution Saint-Malo La Providence;Lycée;Privé;2 rue du Collège;CS 31863;;35418;35288;Saint-Malo;035;14;53;;;1;1;0;02 99 40 74 74;02 99 40 74 97;https://www.ism-lapro.fr;ce.0352072M@ac-rennes.fr;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;;0;77766161200039;1341;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5989;48.65056459764527, -2.0257701785148496;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;330032.3;6850710.0;EPSG:2154;;48.65056459764527;-2.0257701785148496;Numéro de rue;1980-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;1;0;;306;LYCEE POLYVALENT;30;0350044H;;;;
0351909K;Collège Gérard de Nerval;Collège;Public;35 rue du Collège;BP 50607;;35506;35360;Vitré;035;14;53;;;0;0;0;02 99 75 07 16;02 99 75 15 46;http://www.collegegerarddenerval-vitre.ac-rennes.fr;Ce.0351909k@ac-rennes.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;1;19351909700011;682;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10533;48.11896604642633, -1.2148796543812153;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;386510.6;6788212.7;EPSG:2154;;48.11896604642633;-1.2148796543812153;Numéro de rue;1976-02-20;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0351909K;;;;
0351943X;Lycée professionnel Saint-Yves;Lycée;Privé;Rue Sainte Emerance;BP 67025;;35470;35012;Bain-de-Bretagne;035;14;53;;;0;0;1;02 99 43 71 78;02 99 43 74 87;http://www.saintyves-bain.fr;bain-de-bretagne@cneap.fr;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;;0;30003872600018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15026;47.838182235233255, -1.674731491335576;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;350500.2;6758991.6;EPSG:2154;;47.838182235233255;-1.674731491335576;Rue;1977-09-06;2023-06-08;OUVERT;AGRICULTURE;0;0;;320;LYCEE PROFESSIONNEL;99;;;;;
0351785A;Collège Sainte-Marie;Collège;Privé;2 rue de la Meriais;BP 103;;35501;35360;Vitré;035;14;53;;;0;0;0;02 99 75 01 29;02 99 74 57 88;http://sainte-marie-vitre.org;ce.0351785A@ac-rennes.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;0;77779036100045;1022;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10252;48.1219226646868, -1.211880146274436;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;386751.0;6788528.9;EPSG:2154;;48.1219226646868;-1.211880146274436;Numéro de rue;1972-09-25;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;0351909K;;;;
0350021H;Collège François Brune;Collège;Public;21 rue du Mont Saint Michel;;;35610;35222;Pleine-Fougères;035;14;53;;;0;0;0;02 99 48 60 35;02 99 48 54 42;;Ce.0350021h@ac-rennes.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;19350021200017;235;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13514;48.53474735841283, -1.564719784063516;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;363188.5;6835794.9;EPSG:2154;;48.53474735841283;-1.564719784063516;Numéro de rue;1965-05-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0350021H;;;;
0350009V;Lycée professionnel Alphonse Pellé;Lycée;Public;5 rue Alphonse Pellé;;;35120;35095;Dol-de-Bretagne;035;14;53;;;0;0;1;02 99 48 01 22;02 99 48 00 90;http://www.lyceeprofessionnelalphonsepelle-doldebretagne.ac-rennes.fr;ce.0350009v@ac-rennes.fr;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;1;19350009700012;188;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12920;48.54370438833424, -1.7642803802130285;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;348541.3;6837658.6;EPSG:2154;;48.54370438833424;-1.7642803802130285;Numéro de rue;1965-05-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0350708E;;;;
0351791G;Collège Louis Guilloux;Collège;Public;Boulevard Pasteur;BP 6248;;35162;35188;Montfort-sur-Meu;035;14;53;;;0;0;0;02 99 09 06 91;02 99 09 20 02;http://www.collegelouisguilloux-montfort.ac-rennes.fr;Ce.0351791g@ac-rennes.fr;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;;1;19351791900018;796;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.943;48.14035705261184, -1.9624793856846217;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;331123.5;6793816.2;EPSG:2154;;48.14035705261184;-1.9624793856846217;Numéro de rue;1973-03-19;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0351791G;;;;
0352446U;Lycée professionnel hôtelier Sainte-Thérèse;Lycée;Privé;1 rue du 8 Mai;BP 73028;;35130;35125;La Guerche-de-Bretagne;035;14;53;;;0;0;1;02 99 96 39 39;02 99 96 11 83;http://www.lyceehotelier.com;accueil@lyceehotelier.com;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;;0;41035904600027;194;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12649;47.943403847221944, -1.232230188197206;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;384176.2;6768800.5;EPSG:2154;;47.943403847221944;-1.232230188197206;Numéro de rue;1995-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;30;0351799R;;;;
0350700W;Lycée Théodore Monod;Lycée;Public;55 avenue de la Bouvardière;BP 55124;;35651;35240;Le Rheu;035;14;53;;;1;1;0;02 99 29 73 45;02 99 29 73 39;http://www.campus-monod.fr;legta.le-rheu@educagri.fr;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;;0;19350700100017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12525;48.09938946437969, -1.8092498270455981;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;342222.1;6788567.1;EPSG:2154;;48.09938946437969;-1.8092498270455981;Numéro de rue;1966-08-29;2023-06-08;OUVERT;AGRICULTURE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;;;;;
0350785N;Collège Moka;Collège;Privé;4 avenue Aristide Briand;BP 6;;35401;35288;Saint-Malo;035;14;53;;;0;0;0;02 99 20 69 90;02 99 56 45 84;http://www.collegemoka-sacrecoeur.com;ce.0350785N@ac-rennes.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;77777332600015;422;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9349;48.64808729964592, -2.0034300880667995;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;331657.2;6850330.7;EPSG:2154;;48.64808729964592;-2.0034300880667995;Numéro de rue;1968-03-12;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;0350044H;;;;
0350885X;Collège Julien Maunoir;Collège;Privé;6 rue de la Fieffe;;;35420;35271;Saint-Georges-de-Reintembault;035;14;53;;;0;0;0;02 99 97 04 37;02 99 97 10 63;http://www.college-julien-maunoir.com;ce.0350885X@ac-rennes.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;77776007500013;143;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8082;48.50963197731026, -1.2417795209150162;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;386843.2;6831678.2;EPSG:2154;;48.50963197731026;-1.2417795209150162;Numéro de rue;1968-03-28;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;0350041E;;;;
0350875L;Collège Saint-Joseph;Collège;Privé;19 rue Pasteur;BP 15041;;35550;35219;Pipriac;035;14;53;;;0;0;0;02 99 34 45 06;02 99 34 32 86;http://collegesaintjosephpipriac.fr;ce.0350875L@ac-rennes.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;77771451000024;375;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16502;47.80814869523126, -1.949290412716371;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;329790.3;6756912.0;EPSG:2154;;47.80814869523126;-1.949290412716371;Numéro de rue;1968-03-28;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;0350017D;;;;
